record_id,patient_id,split,in_train_loader
cpsc2018_A2718,cpsc2018_A2718,test,no
cpsc2018_A2719,cpsc2018_A2719,test,no
cpsc2018_A2720,cpsc2018_A2720,train,yes
cpsc2018_A2721,cpsc2018_A2721,train,yes
cpsc2018_A2722,cpsc2018_A2722,train,yes
cpsc2018_A2723,cpsc2018_A2723,train,yes
cpsc2018_A2724,cpsc2018_A2724,train,yes
cpsc2018_A2725,cpsc2018_A2725,train,yes
cpsc2018_A2726,cpsc2018_A2726,train,yes
cpsc2018_A2727,cpsc2018_A2727,train,yes
cpsc2018_A2728,cpsc2018_A2728,val,no
cpsc2018_A2729,cpsc2018_A2729,test,no
cpsc2018_A2730,cpsc2018_A2730,test,no
cpsc2018_A2731,cpsc2018_A2731,cal,no
cpsc2018_A2732,cpsc2018_A2732,cal,no
cpsc2018_A2733,cpsc2018_A2733,cal,no
cpsc2018_A2734,cpsc2018_A2734,test,no
cpsc2018_A2735,cpsc2018_A2735,cal,no
cpsc2018_A2736,cpsc2018_A2736,train,yes
cpsc2018_A2737,cpsc2018_A2737,train,yes
cpsc2018_A2738,cpsc2018_A2738,train,yes
cpsc2018_A2739,cpsc2018_A2739,val,no
cpsc2018_A2740,cpsc2018_A2740,val,no
cpsc2018_A2741,cpsc2018_A2741,test,no
cpsc2018_A2742,cpsc2018_A2742,train,yes
cpsc2018_A2743,cpsc2018_A2743,test,no
cpsc2018_A2744,cpsc2018_A2744,train,yes
cpsc2018_A2745,cpsc2018_A2745,train,yes
cpsc2018_A2746,cpsc2018_A2746,train,yes
cpsc2018_A2747,cpsc2018_A2747,test,no
cpsc2018_A2748,cpsc2018_A2748,train,yes
cpsc2018_A2749,cpsc2018_A2749,test,no
cpsc2018_A2750,cpsc2018_A2750,test,no
cpsc2018_A2751,cpsc2018_A2751,train,yes
cpsc2018_A2752,cpsc2018_A2752,train,yes
cpsc2018_A2753,cpsc2018_A2753,train,yes
cpsc2018_A2754,cpsc2018_A2754,test,no
cpsc2018_A2755,cpsc2018_A2755,train,yes
cpsc2018_A2756,cpsc2018_A2756,train,yes
cpsc2018_A2757,cpsc2018_A2757,train,yes
cpsc2018_A2758,cpsc2018_A2758,test,no
cpsc2018_A2759,cpsc2018_A2759,train,yes
cpsc2018_A2760,cpsc2018_A2760,train,yes
cpsc2018_A2761,cpsc2018_A2761,test,no
cpsc2018_A2762,cpsc2018_A2762,cal,no
cpsc2018_A2763,cpsc2018_A2763,test,no
cpsc2018_A2764,cpsc2018_A2764,train,yes
cpsc2018_A2765,cpsc2018_A2765,cal,no
cpsc2018_A2766,cpsc2018_A2766,train,yes
cpsc2018_A2767,cpsc2018_A2767,test,no
cpsc2018_A2768,cpsc2018_A2768,train,yes
cpsc2018_A2769,cpsc2018_A2769,val,no
cpsc2018_A2770,cpsc2018_A2770,test,no
cpsc2018_A2771,cpsc2018_A2771,train,yes
cpsc2018_A2772,cpsc2018_A2772,val,no
cpsc2018_A2773,cpsc2018_A2773,val,no
cpsc2018_A2774,cpsc2018_A2774,train,yes
cpsc2018_A2775,cpsc2018_A2775,cal,no
cpsc2018_A2776,cpsc2018_A2776,train,yes
cpsc2018_A2777,cpsc2018_A2777,train,yes
cpsc2018_A2778,cpsc2018_A2778,train,yes
cpsc2018_A2779,cpsc2018_A2779,val,no
cpsc2018_A2780,cpsc2018_A2780,train,yes
cpsc2018_A2781,cpsc2018_A2781,train,yes
cpsc2018_A2782,cpsc2018_A2782,train,yes
cpsc2018_A2783,cpsc2018_A2783,cal,no
cpsc2018_A2784,cpsc2018_A2784,train,yes
cpsc2018_A2785,cpsc2018_A2785,test,no
cpsc2018_A2786,cpsc2018_A2786,train,yes
cpsc2018_A2787,cpsc2018_A2787,train,yes
cpsc2018_A2788,cpsc2018_A2788,cal,no
cpsc2018_A2789,cpsc2018_A2789,val,no
cpsc2018_A2790,cpsc2018_A2790,train,yes
cpsc2018_A2791,cpsc2018_A2791,train,yes
cpsc2018_A2792,cpsc2018_A2792,test,no
cpsc2018_A2793,cpsc2018_A2793,train,yes
cpsc2018_A2794,cpsc2018_A2794,cal,no
cpsc2018_A2795,cpsc2018_A2795,train,yes
cpsc2018_A2796,cpsc2018_A2796,train,yes
cpsc2018_A2797,cpsc2018_A2797,val,no
cpsc2018_A2798,cpsc2018_A2798,train,yes
cpsc2018_A2799,cpsc2018_A2799,train,yes
cpsc2018_A2800,cpsc2018_A2800,train,yes
cpsc2018_A2801,cpsc2018_A2801,test,no
cpsc2018_A2802,cpsc2018_A2802,val,no
cpsc2018_A2803,cpsc2018_A2803,train,yes
cpsc2018_A2804,cpsc2018_A2804,cal,no
cpsc2018_A2805,cpsc2018_A2805,train,yes
cpsc2018_A2806,cpsc2018_A2806,train,yes
cpsc2018_A2807,cpsc2018_A2807,train,yes
cpsc2018_A2808,cpsc2018_A2808,train,yes
cpsc2018_A2809,cpsc2018_A2809,train,yes
cpsc2018_A2810,cpsc2018_A2810,cal,no
cpsc2018_A2811,cpsc2018_A2811,train,yes
cpsc2018_A2812,cpsc2018_A2812,train,yes
cpsc2018_A2813,cpsc2018_A2813,test,no
cpsc2018_A2814,cpsc2018_A2814,train,yes
cpsc2018_A2815,cpsc2018_A2815,train,yes
cpsc2018_A2816,cpsc2018_A2816,train,yes
cpsc2018_A2817,cpsc2018_A2817,val,no
cpsc2018_A2818,cpsc2018_A2818,train,yes
cpsc2018_A2819,cpsc2018_A2819,val,no
cpsc2018_A2820,cpsc2018_A2820,train,yes
cpsc2018_A2821,cpsc2018_A2821,train,yes
cpsc2018_A2822,cpsc2018_A2822,train,yes
cpsc2018_A2823,cpsc2018_A2823,test,no
cpsc2018_A2824,cpsc2018_A2824,train,yes
cpsc2018_A2825,cpsc2018_A2825,cal,no
cpsc2018_A2826,cpsc2018_A2826,train,yes
cpsc2018_A2827,cpsc2018_A2827,test,no
cpsc2018_A2828,cpsc2018_A2828,train,yes
cpsc2018_A2829,cpsc2018_A2829,cal,no
cpsc2018_A2830,cpsc2018_A2830,train,yes
cpsc2018_A2831,cpsc2018_A2831,test,no
cpsc2018_A2832,cpsc2018_A2832,train,yes
cpsc2018_A2833,cpsc2018_A2833,train,yes
cpsc2018_A2834,cpsc2018_A2834,train,yes
cpsc2018_A2835,cpsc2018_A2835,train,yes
cpsc2018_A2836,cpsc2018_A2836,test,no
cpsc2018_A2837,cpsc2018_A2837,train,yes
cpsc2018_A2838,cpsc2018_A2838,cal,no
cpsc2018_A2839,cpsc2018_A2839,train,yes
cpsc2018_A2840,cpsc2018_A2840,train,yes
cpsc2018_A2841,cpsc2018_A2841,train,yes
cpsc2018_A2842,cpsc2018_A2842,train,yes
cpsc2018_A2843,cpsc2018_A2843,cal,no
cpsc2018_A2844,cpsc2018_A2844,train,yes
cpsc2018_A2845,cpsc2018_A2845,train,yes
cpsc2018_A2846,cpsc2018_A2846,train,yes
cpsc2018_A2847,cpsc2018_A2847,test,no
cpsc2018_A2848,cpsc2018_A2848,train,yes
cpsc2018_A2849,cpsc2018_A2849,test,no
cpsc2018_A2850,cpsc2018_A2850,train,yes
cpsc2018_A2851,cpsc2018_A2851,test,no
cpsc2018_A2852,cpsc2018_A2852,train,yes
cpsc2018_A2853,cpsc2018_A2853,test,no
cpsc2018_A2854,cpsc2018_A2854,train,yes
cpsc2018_A2855,cpsc2018_A2855,test,no
cpsc2018_A2856,cpsc2018_A2856,train,yes
cpsc2018_A2857,cpsc2018_A2857,test,no
cpsc2018_A2858,cpsc2018_A2858,train,yes
cpsc2018_A2859,cpsc2018_A2859,test,no
cpsc2018_A2860,cpsc2018_A2860,test,no
cpsc2018_A2861,cpsc2018_A2861,train,yes
cpsc2018_A2862,cpsc2018_A2862,train,yes
cpsc2018_A2863,cpsc2018_A2863,train,yes
cpsc2018_A2864,cpsc2018_A2864,train,yes
cpsc2018_A2865,cpsc2018_A2865,train,yes
cpsc2018_A2866,cpsc2018_A2866,train,yes
cpsc2018_A2867,cpsc2018_A2867,test,no
cpsc2018_A2868,cpsc2018_A2868,val,no
cpsc2018_A2869,cpsc2018_A2869,train,yes
cpsc2018_A2870,cpsc2018_A2870,train,yes
cpsc2018_A2871,cpsc2018_A2871,val,no
cpsc2018_A2872,cpsc2018_A2872,train,yes
cpsc2018_A2873,cpsc2018_A2873,train,yes
cpsc2018_A2874,cpsc2018_A2874,test,no
cpsc2018_A2875,cpsc2018_A2875,cal,no
cpsc2018_A2876,cpsc2018_A2876,train,yes
cpsc2018_A2877,cpsc2018_A2877,train,yes
cpsc2018_A2878,cpsc2018_A2878,train,yes
cpsc2018_A2879,cpsc2018_A2879,train,yes
cpsc2018_A2880,cpsc2018_A2880,train,yes
cpsc2018_A2881,cpsc2018_A2881,train,yes
cpsc2018_A2882,cpsc2018_A2882,val,no
cpsc2018_A2883,cpsc2018_A2883,train,yes
cpsc2018_A2884,cpsc2018_A2884,train,yes
cpsc2018_A2885,cpsc2018_A2885,train,yes
cpsc2018_A2886,cpsc2018_A2886,test,no
cpsc2018_A2887,cpsc2018_A2887,train,yes
cpsc2018_A2888,cpsc2018_A2888,test,no
cpsc2018_A2889,cpsc2018_A2889,train,yes
cpsc2018_A2890,cpsc2018_A2890,test,no
cpsc2018_A2891,cpsc2018_A2891,train,yes
cpsc2018_A2892,cpsc2018_A2892,train,yes
cpsc2018_A2893,cpsc2018_A2893,train,yes
cpsc2018_A2894,cpsc2018_A2894,train,yes
cpsc2018_A2895,cpsc2018_A2895,test,no
cpsc2018_A2896,cpsc2018_A2896,test,no
cpsc2018_A2897,cpsc2018_A2897,train,yes
cpsc2018_A2898,cpsc2018_A2898,train,yes
cpsc2018_A2899,cpsc2018_A2899,train,yes
cpsc2018_A2900,cpsc2018_A2900,train,yes
cpsc2018_A2901,cpsc2018_A2901,val,no
cpsc2018_A2902,cpsc2018_A2902,val,no
cpsc2018_A2903,cpsc2018_A2903,test,no
cpsc2018_A2904,cpsc2018_A2904,cal,no
cpsc2018_A2905,cpsc2018_A2905,train,yes
cpsc2018_A2906,cpsc2018_A2906,train,yes
cpsc2018_A2907,cpsc2018_A2907,train,yes
cpsc2018_A2908,cpsc2018_A2908,train,yes
cpsc2018_A2909,cpsc2018_A2909,train,yes
cpsc2018_A2910,cpsc2018_A2910,train,yes
cpsc2018_A2911,cpsc2018_A2911,train,yes
cpsc2018_A2912,cpsc2018_A2912,val,no
cpsc2018_A2913,cpsc2018_A2913,train,yes
cpsc2018_A2914,cpsc2018_A2914,train,yes
cpsc2018_A2915,cpsc2018_A2915,val,no
cpsc2018_A2916,cpsc2018_A2916,cal,no
cpsc2018_A2917,cpsc2018_A2917,train,yes
cpsc2018_A2918,cpsc2018_A2918,test,no
cpsc2018_A2919,cpsc2018_A2919,test,no
cpsc2018_A2920,cpsc2018_A2920,train,yes
cpsc2018_A2921,cpsc2018_A2921,train,yes
cpsc2018_A2922,cpsc2018_A2922,train,yes
cpsc2018_A2923,cpsc2018_A2923,test,no
cpsc2018_A2924,cpsc2018_A2924,train,yes
cpsc2018_A2925,cpsc2018_A2925,train,yes
cpsc2018_A2926,cpsc2018_A2926,val,no
cpsc2018_A2927,cpsc2018_A2927,test,no
cpsc2018_A2928,cpsc2018_A2928,train,yes
cpsc2018_A2929,cpsc2018_A2929,test,no
cpsc2018_A2930,cpsc2018_A2930,test,no
cpsc2018_A2931,cpsc2018_A2931,train,yes
cpsc2018_A2932,cpsc2018_A2932,train,yes
cpsc2018_A2933,cpsc2018_A2933,test,no
cpsc2018_A2934,cpsc2018_A2934,train,yes
cpsc2018_A2935,cpsc2018_A2935,val,no
cpsc2018_A2936,cpsc2018_A2936,train,yes
cpsc2018_A2937,cpsc2018_A2937,test,no
cpsc2018_A2938,cpsc2018_A2938,train,yes
cpsc2018_A2939,cpsc2018_A2939,cal,no
cpsc2018_A2940,cpsc2018_A2940,train,yes
cpsc2018_A2941,cpsc2018_A2941,test,no
cpsc2018_A2942,cpsc2018_A2942,cal,no
cpsc2018_A2943,cpsc2018_A2943,cal,no
cpsc2018_A2944,cpsc2018_A2944,train,yes
cpsc2018_A2945,cpsc2018_A2945,cal,no
cpsc2018_A2946,cpsc2018_A2946,train,yes
cpsc2018_A2947,cpsc2018_A2947,test,no
cpsc2018_A2948,cpsc2018_A2948,train,yes
cpsc2018_A2949,cpsc2018_A2949,train,yes
cpsc2018_A2950,cpsc2018_A2950,train,yes
cpsc2018_A2951,cpsc2018_A2951,train,yes
cpsc2018_A2952,cpsc2018_A2952,test,no
cpsc2018_A2953,cpsc2018_A2953,test,no
cpsc2018_A2954,cpsc2018_A2954,train,yes
cpsc2018_A2955,cpsc2018_A2955,train,yes
cpsc2018_A2956,cpsc2018_A2956,train,yes
cpsc2018_A2957,cpsc2018_A2957,cal,no
cpsc2018_A2958,cpsc2018_A2958,test,no
cpsc2018_A2959,cpsc2018_A2959,test,no
cpsc2018_A2960,cpsc2018_A2960,val,no
cpsc2018_A2961,cpsc2018_A2961,train,yes
cpsc2018_A2962,cpsc2018_A2962,train,yes
cpsc2018_A2963,cpsc2018_A2963,train,yes
cpsc2018_A2964,cpsc2018_A2964,cal,no
cpsc2018_A2965,cpsc2018_A2965,test,no
cpsc2018_A2966,cpsc2018_A2966,test,no
cpsc2018_A2967,cpsc2018_A2967,val,no
cpsc2018_A2968,cpsc2018_A2968,val,no
cpsc2018_A2969,cpsc2018_A2969,train,yes
cpsc2018_A2970,cpsc2018_A2970,train,yes
cpsc2018_A2971,cpsc2018_A2971,test,no
cpsc2018_A2972,cpsc2018_A2972,test,no
cpsc2018_A2973,cpsc2018_A2973,train,yes
cpsc2018_A2974,cpsc2018_A2974,train,yes
cpsc2018_A2975,cpsc2018_A2975,train,yes
cpsc2018_A2976,cpsc2018_A2976,train,yes
cpsc2018_A2977,cpsc2018_A2977,train,yes
cpsc2018_A2978,cpsc2018_A2978,train,yes
cpsc2018_A2979,cpsc2018_A2979,test,no
cpsc2018_A2980,cpsc2018_A2980,train,yes
cpsc2018_A2981,cpsc2018_A2981,cal,no
cpsc2018_A2982,cpsc2018_A2982,train,yes
cpsc2018_A2983,cpsc2018_A2983,train,yes
cpsc2018_A2984,cpsc2018_A2984,train,yes
cpsc2018_A2985,cpsc2018_A2985,train,yes
cpsc2018_A2986,cpsc2018_A2986,val,no
cpsc2018_A2987,cpsc2018_A2987,train,yes
cpsc2018_A2988,cpsc2018_A2988,train,yes
cpsc2018_A2989,cpsc2018_A2989,train,yes
cpsc2018_A2990,cpsc2018_A2990,train,yes
cpsc2018_A2991,cpsc2018_A2991,test,no
cpsc2018_A2992,cpsc2018_A2992,train,yes
cpsc2018_A2993,cpsc2018_A2993,val,no
cpsc2018_A2994,cpsc2018_A2994,val,no
cpsc2018_A2995,cpsc2018_A2995,train,yes
cpsc2018_A2996,cpsc2018_A2996,test,no
cpsc2018_A2997,cpsc2018_A2997,test,no
cpsc2018_A2998,cpsc2018_A2998,train,yes
cpsc2018_A2999,cpsc2018_A2999,test,no
cpsc2018_A3000,cpsc2018_A3000,val,no
cpsc2018_A3001,cpsc2018_A3001,val,no
cpsc2018_A3002,cpsc2018_A3002,train,yes
cpsc2018_A3003,cpsc2018_A3003,test,no
cpsc2018_A3004,cpsc2018_A3004,test,no
cpsc2018_A3005,cpsc2018_A3005,train,yes
cpsc2018_A3006,cpsc2018_A3006,test,no
cpsc2018_A3007,cpsc2018_A3007,train,yes
cpsc2018_A3008,cpsc2018_A3008,train,yes
cpsc2018_A3009,cpsc2018_A3009,train,yes
cpsc2018_A3010,cpsc2018_A3010,cal,no
cpsc2018_A3011,cpsc2018_A3011,train,yes
cpsc2018_A3012,cpsc2018_A3012,test,no
cpsc2018_A3013,cpsc2018_A3013,train,yes
cpsc2018_A3014,cpsc2018_A3014,test,no
cpsc2018_A3015,cpsc2018_A3015,val,no
cpsc2018_A3016,cpsc2018_A3016,train,yes
cpsc2018_A3017,cpsc2018_A3017,train,yes
cpsc2018_A3018,cpsc2018_A3018,train,yes
cpsc2018_A3019,cpsc2018_A3019,train,yes
cpsc2018_A3020,cpsc2018_A3020,train,yes
cpsc2018_A3021,cpsc2018_A3021,cal,no
cpsc2018_A3022,cpsc2018_A3022,train,yes
cpsc2018_A3023,cpsc2018_A3023,train,yes
cpsc2018_A3024,cpsc2018_A3024,train,yes
cpsc2018_A3025,cpsc2018_A3025,train,yes
cpsc2018_A3026,cpsc2018_A3026,train,yes
cpsc2018_A3027,cpsc2018_A3027,train,yes
cpsc2018_A3028,cpsc2018_A3028,test,no
cpsc2018_A3029,cpsc2018_A3029,train,yes
cpsc2018_A3030,cpsc2018_A3030,train,yes
cpsc2018_A3031,cpsc2018_A3031,test,no
cpsc2018_A3032,cpsc2018_A3032,cal,no
cpsc2018_A3033,cpsc2018_A3033,val,no
cpsc2018_A3034,cpsc2018_A3034,train,yes
cpsc2018_A3035,cpsc2018_A3035,train,yes
cpsc2018_A3036,cpsc2018_A3036,test,no
cpsc2018_A3037,cpsc2018_A3037,test,no
cpsc2018_A3038,cpsc2018_A3038,test,no
cpsc2018_A3039,cpsc2018_A3039,train,yes
cpsc2018_A3040,cpsc2018_A3040,test,no
cpsc2018_A3041,cpsc2018_A3041,test,no
cpsc2018_A3042,cpsc2018_A3042,train,yes
cpsc2018_A3043,cpsc2018_A3043,train,yes
cpsc2018_A3044,cpsc2018_A3044,train,yes
cpsc2018_A3045,cpsc2018_A3045,train,yes
cpsc2018_A3046,cpsc2018_A3046,cal,no
cpsc2018_A3047,cpsc2018_A3047,train,yes
cpsc2018_A3048,cpsc2018_A3048,train,yes
cpsc2018_A3049,cpsc2018_A3049,train,yes
cpsc2018_A3050,cpsc2018_A3050,train,yes
cpsc2018_A3051,cpsc2018_A3051,train,yes
cpsc2018_A3052,cpsc2018_A3052,train,yes
cpsc2018_A3053,cpsc2018_A3053,train,yes
cpsc2018_A3054,cpsc2018_A3054,val,no
cpsc2018_A3055,cpsc2018_A3055,test,no
cpsc2018_A3056,cpsc2018_A3056,train,yes
cpsc2018_A3057,cpsc2018_A3057,test,no
cpsc2018_A3058,cpsc2018_A3058,cal,no
cpsc2018_A3059,cpsc2018_A3059,train,yes
cpsc2018_A3060,cpsc2018_A3060,cal,no
cpsc2018_A3061,cpsc2018_A3061,train,yes
cpsc2018_A3062,cpsc2018_A3062,test,no
cpsc2018_A3063,cpsc2018_A3063,train,yes
cpsc2018_A3064,cpsc2018_A3064,train,yes
cpsc2018_A3065,cpsc2018_A3065,train,yes
cpsc2018_A3066,cpsc2018_A3066,train,yes
cpsc2018_A3067,cpsc2018_A3067,train,yes
cpsc2018_A3068,cpsc2018_A3068,test,no
cpsc2018_A3069,cpsc2018_A3069,val,no
cpsc2018_A3070,cpsc2018_A3070,train,yes
cpsc2018_A3071,cpsc2018_A3071,cal,no
cpsc2018_A3072,cpsc2018_A3072,train,yes
cpsc2018_A3073,cpsc2018_A3073,cal,no
cpsc2018_A3074,cpsc2018_A3074,train,yes
cpsc2018_A3075,cpsc2018_A3075,train,yes
cpsc2018_A3076,cpsc2018_A3076,train,yes
cpsc2018_A3077,cpsc2018_A3077,train,yes
cpsc2018_A3078,cpsc2018_A3078,test,no
cpsc2018_A3079,cpsc2018_A3079,train,yes
cpsc2018_A3080,cpsc2018_A3080,train,yes
cpsc2018_A3081,cpsc2018_A3081,cal,no
cpsc2018_A3082,cpsc2018_A3082,val,no
cpsc2018_A3083,cpsc2018_A3083,train,yes
cpsc2018_A3084,cpsc2018_A3084,train,yes
cpsc2018_A3085,cpsc2018_A3085,train,yes
cpsc2018_A3086,cpsc2018_A3086,train,yes
cpsc2018_A3087,cpsc2018_A3087,cal,no
cpsc2018_A3088,cpsc2018_A3088,train,yes
cpsc2018_A3089,cpsc2018_A3089,val,no
cpsc2018_A3090,cpsc2018_A3090,test,no
cpsc2018_A3091,cpsc2018_A3091,train,yes
cpsc2018_A3092,cpsc2018_A3092,test,no
cpsc2018_A3093,cpsc2018_A3093,test,no
cpsc2018_A3094,cpsc2018_A3094,cal,no
cpsc2018_A3095,cpsc2018_A3095,test,no
cpsc2018_A3096,cpsc2018_A3096,test,no
cpsc2018_A3097,cpsc2018_A3097,test,no
cpsc2018_A3098,cpsc2018_A3098,train,yes
cpsc2018_A3099,cpsc2018_A3099,cal,no
cpsc2018_A3100,cpsc2018_A3100,cal,no
cpsc2018_A3101,cpsc2018_A3101,cal,no
cpsc2018_A3102,cpsc2018_A3102,val,no
cpsc2018_A3103,cpsc2018_A3103,test,no
cpsc2018_A3104,cpsc2018_A3104,train,yes
cpsc2018_A3105,cpsc2018_A3105,train,yes
cpsc2018_A3106,cpsc2018_A3106,train,yes
cpsc2018_A3107,cpsc2018_A3107,train,yes
cpsc2018_A3108,cpsc2018_A3108,train,yes
cpsc2018_A3109,cpsc2018_A3109,train,yes
cpsc2018_A3110,cpsc2018_A3110,train,yes
cpsc2018_A3111,cpsc2018_A3111,val,no
cpsc2018_A3112,cpsc2018_A3112,train,yes
cpsc2018_A3113,cpsc2018_A3113,cal,no
cpsc2018_A3114,cpsc2018_A3114,train,yes
cpsc2018_A3115,cpsc2018_A3115,train,yes
cpsc2018_A3116,cpsc2018_A3116,train,yes
cpsc2018_A3117,cpsc2018_A3117,train,yes
cpsc2018_A3118,cpsc2018_A3118,train,yes
cpsc2018_A3119,cpsc2018_A3119,train,yes
cpsc2018_A3120,cpsc2018_A3120,val,no
cpsc2018_A3121,cpsc2018_A3121,train,yes
cpsc2018_A3122,cpsc2018_A3122,cal,no
cpsc2018_A3123,cpsc2018_A3123,test,no
cpsc2018_A3124,cpsc2018_A3124,train,yes
cpsc2018_A3125,cpsc2018_A3125,test,no
cpsc2018_A3126,cpsc2018_A3126,train,yes
cpsc2018_A3127,cpsc2018_A3127,train,yes
cpsc2018_A3128,cpsc2018_A3128,train,yes
cpsc2018_A3129,cpsc2018_A3129,cal,no
cpsc2018_A3130,cpsc2018_A3130,train,yes
cpsc2018_A3131,cpsc2018_A3131,test,no
cpsc2018_A3132,cpsc2018_A3132,test,no
cpsc2018_A3133,cpsc2018_A3133,cal,no
cpsc2018_A3134,cpsc2018_A3134,test,no
cpsc2018_A3135,cpsc2018_A3135,train,yes
cpsc2018_A3136,cpsc2018_A3136,train,yes
cpsc2018_A3137,cpsc2018_A3137,test,no
cpsc2018_A3138,cpsc2018_A3138,test,no
cpsc2018_A3139,cpsc2018_A3139,train,yes
cpsc2018_A3140,cpsc2018_A3140,test,no
cpsc2018_A3141,cpsc2018_A3141,train,yes
cpsc2018_A3142,cpsc2018_A3142,train,yes
cpsc2018_A3143,cpsc2018_A3143,cal,no
cpsc2018_A3144,cpsc2018_A3144,test,no
cpsc2018_A3145,cpsc2018_A3145,val,no
cpsc2018_A3146,cpsc2018_A3146,train,yes
cpsc2018_A3147,cpsc2018_A3147,test,no
cpsc2018_A3148,cpsc2018_A3148,test,no
cpsc2018_A3149,cpsc2018_A3149,train,yes
cpsc2018_A3150,cpsc2018_A3150,test,no
cpsc2018_A3151,cpsc2018_A3151,train,yes
cpsc2018_A3152,cpsc2018_A3152,train,yes
cpsc2018_A3153,cpsc2018_A3153,train,yes
cpsc2018_A3154,cpsc2018_A3154,val,no
cpsc2018_A3155,cpsc2018_A3155,test,no
cpsc2018_A3156,cpsc2018_A3156,train,yes
cpsc2018_A3157,cpsc2018_A3157,train,yes
cpsc2018_A3158,cpsc2018_A3158,cal,no
cpsc2018_A3159,cpsc2018_A3159,test,no
cpsc2018_A3160,cpsc2018_A3160,test,no
cpsc2018_A3161,cpsc2018_A3161,train,yes
cpsc2018_A3162,cpsc2018_A3162,train,yes
cpsc2018_A3163,cpsc2018_A3163,train,yes
cpsc2018_A3164,cpsc2018_A3164,train,yes
cpsc2018_A3165,cpsc2018_A3165,test,no
cpsc2018_A3166,cpsc2018_A3166,val,no
cpsc2018_A3167,cpsc2018_A3167,train,yes
cpsc2018_A3168,cpsc2018_A3168,val,no
cpsc2018_A3169,cpsc2018_A3169,train,yes
cpsc2018_A3170,cpsc2018_A3170,train,yes
cpsc2018_A3171,cpsc2018_A3171,train,yes
cpsc2018_A3172,cpsc2018_A3172,train,yes
cpsc2018_A3173,cpsc2018_A3173,val,no
cpsc2018_A3174,cpsc2018_A3174,train,yes
cpsc2018_A3175,cpsc2018_A3175,test,no
cpsc2018_A3176,cpsc2018_A3176,val,no
cpsc2018_A3177,cpsc2018_A3177,cal,no
cpsc2018_A3178,cpsc2018_A3178,train,yes
cpsc2018_A3179,cpsc2018_A3179,cal,no
cpsc2018_A3180,cpsc2018_A3180,cal,no
cpsc2018_A3181,cpsc2018_A3181,test,no
cpsc2018_A3182,cpsc2018_A3182,test,no
cpsc2018_A3183,cpsc2018_A3183,cal,no
cpsc2018_A3184,cpsc2018_A3184,cal,no
cpsc2018_A3185,cpsc2018_A3185,train,yes
cpsc2018_A3186,cpsc2018_A3186,train,yes
cpsc2018_A3187,cpsc2018_A3187,test,no
cpsc2018_A3188,cpsc2018_A3188,train,yes
cpsc2018_A3189,cpsc2018_A3189,train,yes
cpsc2018_A3190,cpsc2018_A3190,train,yes
cpsc2018_A3191,cpsc2018_A3191,train,yes
cpsc2018_A3192,cpsc2018_A3192,train,yes
cpsc2018_A3193,cpsc2018_A3193,train,yes
cpsc2018_A3194,cpsc2018_A3194,train,yes
cpsc2018_A3195,cpsc2018_A3195,train,yes
cpsc2018_A3196,cpsc2018_A3196,train,yes
cpsc2018_A3197,cpsc2018_A3197,val,no
cpsc2018_A3198,cpsc2018_A3198,train,yes
cpsc2018_A3199,cpsc2018_A3199,val,no
cpsc2018_A3200,cpsc2018_A3200,test,no
cpsc2018_A3201,cpsc2018_A3201,test,no
cpsc2018_A3202,cpsc2018_A3202,cal,no
cpsc2018_A3203,cpsc2018_A3203,cal,no
cpsc2018_A3204,cpsc2018_A3204,train,yes
cpsc2018_A3205,cpsc2018_A3205,train,yes
cpsc2018_A3206,cpsc2018_A3206,train,yes
cpsc2018_A3207,cpsc2018_A3207,train,yes
cpsc2018_A3208,cpsc2018_A3208,train,yes
cpsc2018_A3209,cpsc2018_A3209,test,no
cpsc2018_A3210,cpsc2018_A3210,train,yes
cpsc2018_A3211,cpsc2018_A3211,train,yes
cpsc2018_A3212,cpsc2018_A3212,test,no
cpsc2018_A3213,cpsc2018_A3213,train,yes
cpsc2018_A3214,cpsc2018_A3214,cal,no
cpsc2018_A3215,cpsc2018_A3215,train,yes
cpsc2018_A3216,cpsc2018_A3216,train,yes
cpsc2018_A3217,cpsc2018_A3217,val,no
cpsc2018_A3218,cpsc2018_A3218,train,yes
cpsc2018_A3219,cpsc2018_A3219,train,yes
cpsc2018_A3220,cpsc2018_A3220,val,no
cpsc2018_A3221,cpsc2018_A3221,train,yes
cpsc2018_A3222,cpsc2018_A3222,train,yes
cpsc2018_A3223,cpsc2018_A3223,train,yes
cpsc2018_A3224,cpsc2018_A3224,test,no
cpsc2018_A3225,cpsc2018_A3225,train,yes
cpsc2018_A3226,cpsc2018_A3226,test,no
cpsc2018_A3227,cpsc2018_A3227,train,yes
cpsc2018_A3228,cpsc2018_A3228,val,no
cpsc2018_A3229,cpsc2018_A3229,train,yes
cpsc2018_A3230,cpsc2018_A3230,cal,no
cpsc2018_A3231,cpsc2018_A3231,cal,no
cpsc2018_A3232,cpsc2018_A3232,train,yes
cpsc2018_A3233,cpsc2018_A3233,train,yes
cpsc2018_A3234,cpsc2018_A3234,train,yes
cpsc2018_A3235,cpsc2018_A3235,train,yes
cpsc2018_A3236,cpsc2018_A3236,train,yes
cpsc2018_A3237,cpsc2018_A3237,train,yes
cpsc2018_A3238,cpsc2018_A3238,train,yes
cpsc2018_A3239,cpsc2018_A3239,test,no
cpsc2018_A3240,cpsc2018_A3240,train,yes
